Cuisine,ReviewCount,Rating,RestaurantID
chinese,837,3.5,uiQ6p_3biJD5S4PrF58t_g
chinese,262,4.5,0vg2Z-HPwkyVVX613j2ysg
chinese,580,4,C7CFAdrczXxNhnN-MNJqmw
chinese,402,4,B8tDnyFltP3bxMxSsjCvVA
chinese,481,4,1MqGlFP3b7H77fzUkJMKgw
chinese,383,4,Kqb7MjTPNkjPMoFRd-rWpw
chinese,471,4,0k678lCWQyReNi0lARlOmw
chinese,289,4.5,m2_ZNFos5ugAwe8ft8eaEw
chinese,359,4,ynB8T3htx8s5V0YV8gVPGA
chinese,1262,3.5,6hacsz7FUwprKTjJb6KFog
chinese,759,3.5,uaFHoq-a5XqxF-bsOK9_Qg
chinese,575,3.5,RTFIMX31BPeZzx7kJJ1SCA
chinese,352,4,7ZQSMqWzvXMSetXnii2fBg
chinese,403,4,UiBQ8Uyu4wfOtEM1Rr8ycA
chinese,493,4,3K7Kc82bhU6-qjAjsBs3Fw
chinese,871,3.5,84zvcPTAVCsSVtzCUtSDtA
chinese,550,3.5,91rrB0aH3caC70oCkxAynA
chinese,955,3.5,ZUBqQZwMGZSOVbfpOI_uyg
chinese,243,4,yFub1BhKEP-W-_ZM3_nJoQ
chinese,573,3.5,spJTHaNjEzKwoEiYWR1ggA
chinese,455,3.5,Y1s36Tk63HIzAc76X_fAiQ
chinese,260,4,ovOupYdkZOWUeDMOdt--ng
chinese,139,4.5,vgG8hgJbPLKfx-n9TYqCDw
chinese,446,3.5,B98cXrMI16HslKLqg6Nb9A
chinese,441,3.5,cn3JXMq29UfRkFCUD0Bhbw
chinese,712,3.5,6LfskUyZzmcDSV6h5kOwGw
chinese,124,4.5,9-vKFnUby_6-pR6UJxjzMw
chinese,524,3.5,2eR8ftw-GiTEwg3Y7Rm-MA
chinese,389,3.5,9v-JAffC6qw8Xp67BICByQ
chinese,464,4,B87c3bE_u53yNYO1cmHSIw
chinese,675,3.5,lRSiXYB09Z5x1iINqQ7rHA
chinese,268,4,tsHdT1GDibhYYA0JA7Z9tg
chinese,405,4,ojbH3wnRu050hRhkmoxRiA
chinese,288,4,kNOr6_g6QfBHdhf89j3g5w
chinese,230,4,bcqTacyE-0XDaZYG_xbTBQ
chinese,224,4,2rqb2T5IS2D7A6UB5QwNKw
chinese,376,3.5,SVJNB9LqI13jtVyKMZVqeg
chinese,499,3.5,rGmGim1ZDCxnF8n4NiKrYQ
chinese,744,3.5,1Duix1fA6zcJGdYAmBPkmw
chinese,703,3,Te2iLepC0UrJRzVKexFukQ
chinese,190,4,V9cBgn2RFLurwg6lwuLH7w
chinese,273,4,lKxmH-hQ6ezKbq4URKrd-Q
chinese,389,3.5,7erFgHiQmw7ZJfVPmOjeeA
chinese,71,4.5,XfHgiIsoo1Pr_v04bx9ptg
chinese,271,4,dDXtga5Kgo5B1twdezcZJA
chinese,324,4,6tASYtO9zOrXr8-LPnAToQ
chinese,451,3.5,53y6b_-YaptXhlm2-STzeA
chinese,209,4,3Rah-cvFk79duFQ83voQ5A
chinese,255,4,_XLLSXPIjgoZQtwU3RCcQA
chinese,623,3,lpLd3AFaMOV7LfPtvUiq8A
chinese,129,4.5,9FwX2ye1eCxnPVoQOHHr3g
chinese,121,4.5,DPOWubhvyzYGjLbVvbr_sg
chinese,114,4.5,pepM7-yv4-jCT6S1nl6fPg
chinese,409,3,JaKLZrh1Y_2qB_0Gc3bk3A
chinese,309,3.5,2Bd36ac2PAjOvHFGX3e1dw
chinese,43,4.5,c1HgKFOT4Cc7TqWQD5mQBQ
chinese,331,3.5,si4n0EtvAl3QisVHoKPOuw
chinese,385,3.5,Qn-qGoIkj-9uApdxb_VTeA
chinese,67,4.5,0dDCDQz7DrKkSvu9h2hcQw
chinese,267,3.5,HHkTmzDBE9sGWvtSW9Ne8A
chinese,481,3,g_5V15Xp1OvB1QXuGMstYA
chinese,190,4,xCHApgtkLpEyh0lz-uhZvg
chinese,337,3.5,OvdCm3j_5HzItolfvwrEUA
chinese,140,4,6wJOojpF2c4lLeBNbTBB0A
chinese,205,4,sfsjk1h50ooC2ioY7m48gw
chinese,96,4,jc7lVTvmYMIK5RNpENtS6w
chinese,169,4,hh0W5CPtx2MoyQGb1kAEEA
chinese,166,4,30pqvzHrCNmnodJCRyzrTg
chinese,94,4,-7PgxPVUGZh__U3CxRFKxg
chinese,91,4.5,_Ge2eC89Z-jlaDDWglfT8g
chinese,183,3.5,XmycF9-fpEPlgMe8_qgJrQ
chinese,156,3.5,aije_BqBVVl-6T13QsnRqQ
chinese,251,3.5,H89jrU17lNnguPaHbmzhAw
chinese,205,3.5,7hyQqnnAisSL-nfIWCPziQ
chinese,174,4,osnb51lPIHxUKRlcg7idwA
chinese,456,3,yzAJOjAV7BnLZpbISHZfWg
chinese,426,3,v2dtG37r1ThqtfEfiFsAUg
chinese,109,4,heM6XLWvfYuivaf2IjBMFQ
chinese,305,3.5,8UlRXXPaSI383aiOiJQi5A
chinese,49,5,f7QVr9xC8UWXdVz9QvbmNg
chinese,283,3.5,AgTj_2PYIKP519hexQCvCg
chinese,127,4,RoPrfBqmRTqw_cBqcWAfYA
chinese,172,3.5,Tb4aUIIy74xG9wLDEwpxdw
chinese,261,3.5,bGOZTD9O00OkVA1Pkt3OuQ
chinese,76,4.5,HjUwZOlok1TabhS4S1ya2w
chinese,264,3.5,gxvwxZWWSKNFMsVr10YAQg
chinese,149,4,oowNI_aUmGEFa_VW8BFgRg
chinese,443,3,RoXFN-T1s6moM5smbY_5Gw
chinese,128,4,tS4aiWBYgzlqKX898jr3_w
chinese,156,4,5YBYGnZtTGJABXC4Jahhzg
chinese,324,3,PGeL1b4xNJggpZsHEGoxjg
chinese,128,4,2IrDzLVFUFPp229c1x8YNw
chinese,101,4,lSrdxUNxyMgh5YU903JUiw
chinese,199,3.5,kyJ0CtJ2Lrid_YdZWobf7w
chinese,70,4.5,U2aUFZARLeSMf4RQIxjuTw
chinese,87,4,eVDV1ALwvre01Xo8v6BCoQ
chinese,216,3.5,mDajKjZjRN4tVGEJFOgF9w
chinese,252,3.5,PQ2ZlhuTlJpvMUgvsAwtmQ
chinese,408,3,4s_PhObBStJL6EYVtIAsrQ
chinese,138,3.5,rkeH5HJIuX7ZcOaYNum9xA
chinese,57,4.5,ZpifrJsBsz7RUT1_Tyu9nQ
chinese,89,4,BkXb82Y2OIsQ5RpNNQOYmQ
chinese,214,3.5,IqbHVeqgewmbeSMXBhbqSw
chinese,124,4,oJjMYhA6z1_BVaQpSdyl8g
chinese,63,4.5,bRL9IQG2gpdAAEcaa8V0Qg
chinese,123,4,-lgNzAEyFr8LCTuBTWnAMg
chinese,99,4,5RjZCsXuWPclyrDsnsXw7w
chinese,133,4,mA7_wkXy3fDuQ00iV6GYqQ
chinese,139,4,YdAtCf_13UK-uvXuOMrhNg
chinese,154,3.5,lFq-2FMJogdokie314E1bQ
chinese,136,3.5,Jn7Wtek5_R12TKp2VUJuhw
chinese,229,3.5,DH6vM_NdIN5q-xfiHnJ3mA
chinese,166,3.5,lgS9lE0Y9FhzT68zCj5QCw
chinese,183,3.5,AEkpyAGcVe5NgH2Nb7fCNQ
chinese,164,3.5,jpK6MMfLJwLXCzTeywyNNA
chinese,56,4,SNDUD4LFjVHWwrdAkokxRg
chinese,172,3.5,uXtaduMyk2oGdnHYR4ZafA
chinese,318,3,LwEzFDBX-nUHYHgAddfaxA
chinese,48,4.5,dhR4FMfoN0-MT5JOs7B-5g
chinese,219,3.5,R3UNnA8EbjhNWBHS0wJ0VA
chinese,132,3.5,joSU4pnYVMhAuZ6ccaqqdA
chinese,254,3.5,Nt3Y26a6OMtdBe8xMMJjqQ
chinese,54,4.5,d6pcRMV1YUDFTKO_p9d-sA
chinese,202,3,ku3TyaUBEkuQtQXKq80Zlg
chinese,58,4.5,ZCAkVl5SeCDeBWg_xjfYeg
chinese,421,4,MMotl_bi3-5JRra91A2jLA
chinese,182,3.5,rhEfNtVrckQj-Ns44OBHgA
chinese,90,4,DKGUSLiqNchBNatKoPM9QQ
chinese,154,3.5,AxalkZb61r5Ks7l1yhhIHQ
chinese,219,3.5,tfMPbnQqJ1P1RIab-o6gtg
chinese,310,3,EF0O_YwVCuWioswtEMrjpg
chinese,220,3.5,IgTNgGE0qvTjkmCUzrNwtQ
chinese,146,3.5,unz_YBwCWg-O5id5rxSyDA
chinese,239,3.5,UtrW_dBuT5aqxSzx0FUICQ
chinese,206,3.5,0yC40qHlgV3LTVx_jEr8pg
chinese,212,3.5,yEHZiUgIihoSg6quQHcgmA
chinese,118,4,I_Va7AZSHpEwX75S-3hHLQ
chinese,93,4,eqdqHdY1CdCRHMXf6CgK3Q
chinese,155,3.5,CesS-E8Q3ztX6VnkXO6wBg
chinese,274,3,2lJwfmyRKO8zFz5Xuiw11w
chinese,53,4.5,w3wKbjuNCZnYoPOr-FCk5w
chinese,104,3.5,Yb6PQ_4YQpJ0SVZ1tetkbg
chinese,180,3.5,7T7L3GgX_rA88SlCfd0QBw
chinese,119,3.5,Myp2rEB3yEcdaZIRe0S3Ww
chinese,139,3.5,Jy7htqnnxlKB2vZO42_-aw
chinese,124,3.5,UNyGz06_7RendbswIyNYtA
chinese,112,3.5,8FJ8XVa-duF8rPeyfscUPg
chinese,100,4,DpfE0gPBXj-aj2pnEh4E2Q
chinese,132,3.5,2tR7d61tBGNlGaJRYvrN0Q
chinese,108,3.5,KwTr8s5IrVq6tMO4XE6P-w
chinese,84,4,Q1TpfbuPwKPFrNFyu-u2_g
chinese,413,3.5,Cd11Q5nxqthvg5xQx2SW2g
chinese,314,4,AvTezlpt3GXTdSEnXbHP4w
chinese,504,3.5,B7bxdtvLYR7Nmex4AIFd4w
chinese,243,4,za9mYaRVWkwKkQfjRgvU0g
chinese,191,4.5,pBNMZp_tKCAfRNx7-ybcHQ
chinese,551,3.5,Vzx-7-jSEBz2g8NuGVhHvQ
chinese,209,4,dv-RaOwKFizDe4c5-sVJ5w
chinese,366,3.5,RkcQl4uEJWblWf4xX8ssqQ
chinese,142,4,WRPJeH3goSpj5ke3Pkrnfw
chinese,205,4,sMoKKcyUslHmHe0NmCYgfg
chinese,471,3.5,xK8VkEUjAdfrtUBHhvs4Ww
chinese,175,4,WzdVUuFIv1JzLPTZRnTjVA
chinese,160,4,WIj12zDqIbBucW1hXYhrew
chinese,419,3.5,S-aX_Pz8F7nDL6kRThKcHw
chinese,167,4,eMmcNV51xPKNGMCqBccPvw
chinese,347,3.5,scTDvJ2M2jDbb1ntVeIyxA
chinese,317,3.5,S2NwTMDe4Vcs6nAoTeMYlA
chinese,301,4,XiIBASyS65DX3E_staW0JQ
chinese,216,4,vZgJyMZlpSSS_Y-duxd4_A
chinese,234,3.5,dVAI5zh29psdbHp9wGXwVQ
chinese,401,3.5,mOP2_wjgUMqELKDL1Y-U-A
chinese,268,3.5,wDRgZ1i7xcJ51xgtfO-fxQ
chinese,134,4,mxjv5RgkTr5qw3wjr2fXmA
chinese,256,4,yv9RbEsbXLhW7bv4ghBl3w
chinese,235,4,Lp8vAE5nHSt5zbu-lSGK8A
chinese,358,3.5,dpCSDy9uefOEcY44FHss2Q
chinese,448,3.5,qGgQMVExGERqGhZNDM2ROg
chinese,186,4,6OWMji5GiqRlRPZSb1lJ4A
chinese,178,4,x64xHVZoQj1ZOjzPqVprkw
chinese,292,4,FXhSEZfIqjMZh4hR0_8jMQ
chinese,169,4.5,A-ert0jDRBfku9ogyW_mEg
chinese,341,3.5,ePVlFbTzdVQFWie__kdplg
chinese,155,4,iSjPBJRiWqrgxW7ZM3CGig
chinese,118,4.5,MFYh1htbCY8naZfkdF9rEQ
chinese,147,4,wDuf4Qz9qsC62amLZgWNJQ
chinese,267,3.5,1dFOF1HPaThSCsdiqR7DrA
chinese,130,4,BV5Uvivsv_8_wCLK-S3eLw
chinese,121,4,-xck-yYOqrSl8rGKCVsdGw
chinese,171,4,duofsxNkSFWVre6eV1uhUQ
chinese,178,4,sGwQYKPaMJ-tD2E4fQ0EJQ
chinese,179,4,lQ8Fzgji9qmgRXkFcvAsVQ
chinese,89,4,agCuWjaUJ8xBO_PDDQRiGw
chinese,348,3.5,l1nX-f46dmOEmYPoiuLSaw
chinese,175,3.5,02zyTkuXvbGcbA9en_20Gw
chinese,386,3.5,wurhcLKXD4YJ5XfTxpbE5Q
chinese,308,3.5,n1elkLPlnQX_PArLvuVVIg
chinese,176,4,AfF4zVbVI27zwgkzOLYDFg
chinese,235,3.5,38KDbZ8yuozUbswBr6OWVA
chinese,274,3.5,6dVXDdgzDEVt4DvHzpWo9w
chinese,104,3.5,75hwcHqtBI0x-Ej0OEklWA
chinese,138,3.5,rL5F8YnQq9SY0hyece4W2w
chinese,108,3.5,TWI3efEcCVsTErKFWz4Zqg
chinese,68,3.5,a1GTJ0bYuoc0gOjhCupBmw
chinese,27,4.5,SGpqzs1ZtOqGPVTfedrf8w
chinese,55,4,K0qsGnFv-edPDqVBdLCocQ
chinese,236,3,ye-TSU-mu1Gd5TAJOpI5Mg
chinese,50,4,douRKPVxuo8BEOkMxgVl_w
chinese,161,3,poRWXhCG1-mVxs1kuw_ZEg
chinese,157,3,lt3Leywt1pzy23OzDqYRVA
chinese,97,3.5,U5dCWjAxrvLLMH1ErpGfvw
chinese,90,3.5,dOxBYyxlZ2paUXE9vGis3Q
chinese,113,3.5,Bwj7nzWphGV6FaZ_ygTSOg
chinese,89,3.5,PGBHteqfNcTqesQFKqqdsg
chinese,33,4,P6O2I3PbON26-P9Jhb7Q1A
chinese,137,3,gQ6DNeLNWQV-zwWyuFeBpg
chinese,130,3,gj3TK9OEeXbb2-3Yp2Laxg
chinese,107,3.5,TaiP-ad7115hSotsSC_PlA
chinese,140,3,WThqnTprg2txsVBt7D0Tkg
chinese,67,4,neabGe_cEiXaNE1rESYPjw
chinese,178,3,Dj0jblwuWTftL1D7_Kun6Q
chinese,162,3,dmX0ASRxBZJeMLFZ7WBK3g
chinese,34,4,Mx4jHwGh5ZFHRMyiWZ_xfw
chinese,102,4,D13m2P0qKQUWNqIW-lpHZg
chinese,47,4,P_a_taGxqxvkzdzp51Bm7A
chinese,114,3.5,h0KwMWDU2I5jZhObfmN2Sg
chinese,39,4,1fVp9c5Vw04ig171a_juRw
chinese,128,3,WRRs3smfm6rHP5k4Slzr3w
chinese,67,4,SBJHGtqJyfaU47NPjGAU6A
chinese,52,4,5TnBfeoBpxPPwIXMGBMasg
chinese,66,3.5,LqMHxKckcnSRWrJ6T_irnw
chinese,330,3,NZb6ILmE0p4gQ5harzrAvA
chinese,93,3.5,zb78ua-FlfFRj8v082giBw
chinese,37,4,tsTGTBrz2TqrYRgdr6vEJQ
chinese,75,3.5,TadRviRC9Z1WhgSsGi3Yow
chinese,96,3.5,ud5ZnsGKFsgw0KErntD2lA
chinese,46,4,MXstrG3HjF83LcxAd8OpTw
chinese,65,4,gJXNSJ9VXTuCFmp_Kl9TVQ
chinese,43,4,RoqLH-4rDugHlduthnZggg
chinese,71,3.5,oVdiFY9zSvgW0u-J0DoKbw
chinese,45,3.5,6gE9N5wD4K-bbmSEBm7Lhw
chinese,40,4,KavW0SjAiElP2ajaexNQDQ
chinese,73,3.5,LztkKM-lvRraBbS9TVXzcg
chinese,24,4.5,_4UvguU5z2hMsHXlYedFXw
chinese,448,3,sXA1aTe4MVUgBpQUiISAyg
chinese,40,4,qbLLdO0VEAWXGnygtQfoDQ
chinese,90,3.5,zyG1GIU3KnIZ3bOVGgJXlA
chinese,113,3.5,QBhHq4eN7rtFzmDUciVL-Q
chinese,73,3,q4nXkBAk4zXtFkIIO231sQ
chinese,88,3,GJZnf3B-ADjlCV1NXsHvGQ
chinese,19,4,oD0mN9vXuc1gFRyw1CG-Pw
chinese,56,3.5,flmNwrxQfYNvWp7_-fZyDg
chinese,34,4,poECelUuZjcM6xSlYjqxbw
chinese,11,4.5,l4fdf4e_xFvNnKqfdm3SLg
chinese,28,4,MdD_PgW2A4XP1WMkHbOWng
chinese,51,3.5,BcOuqkUniZJG5NLpdzeOYQ
chinese,55,3,01m-oqxaCifh0s0eU03bBg
chinese,28,4,y8xZmhrp6zKnxJNtqFa_8g
chinese,23,4,rlJ2Moc6A9R3qpYJlR8D3Q
chinese,25,4,gAugxpTjPNbMK86dvXirJQ
chinese,22,4,FnWeS2HRGvDimOHMHRHOsw
chinese,24,4,VdNb9hmg9Fh_tbdS3qHVsw
chinese,22,4,YfJZBmm9tfW--W_WIGReqA
chinese,57,3.5,bzGe51q5j1AvKG7DbDZk5g
chinese,51,3.5,2pnhIRBUw58PpN8CQEYiZA
chinese,54,3.5,owKe1hapqCCLnme2Xr3mrA
chinese,60,3,JRSAnPCs3jgiRVvE9j2S7g
chinese,21,4.5,4p5Fzyt3-mEYFKIYqZ54aA
chinese,17,4.5,Xr8jXXafb0tG5oAoS07Jbg
chinese,10,5,A_fZL0ir_actclrL-ePTOw
chinese,105,3.5,ZdLS7gD1ulmCPkqNc9_S3A
chinese,36,3.5,_5E5cZP0PzkwfdEqTebBUg
chinese,14,4.5,Tk605KjXVTnXpGkOSuVBaQ
chinese,69,3,cDs0M0149bygyS0TpB-xHA
chinese,30,3.5,ayw4_D-wSCIr-xcJ3_aZ4A
chinese,28,4,u6Yrkowq8k5zBpClvjX2FA
chinese,35,3.5,vWEKZVPIYFewfqCOkkvVIQ
chinese,41,3.5,bzr6GEQyjpgbkhHAsYaljQ
chinese,39,3.5,Dh2I2jRTXE7oDCfuA9vCoQ
chinese,34,3.5,FDhOPRZ01PDEEH-QCnVIyQ
chinese,39,3.5,KgosIJNr-XTOsjkiKlS4vQ
chinese,22,4,gP2ru9_58VN-4mZCOUxUfA
chinese,21,4,5u4T6-Z-KhHrRZ9g54pugQ
chinese,20,5,tA_AoGEL_oGllbU2j77Shw
chinese,38,3.5,OfVP8lDL1Juk8b8Hlx7fQg
chinese,62,3,kLSWg3Qa4ZpPdSW_3IkNpA
chinese,24,4,1jtNrYktZpxCIXCc_1HsAA
chinese,339,3.5,fBST87mwCyiYUSEADXOdSA
chinese,23,4,_FeMTFEx8aHOaSusblkVzA
chinese,43,3.5,H7kT9MKx1i4VGruZc04ktg
chinese,37,3.5,IBMaz2RZPkU1Ng9b8A6ywg
chinese,58,3,9j5r0NlYKRkBTVvnAcUcwg
chinese,70,3,WgQkB7cbPNgj0pLin7gQtw
chinese,186,3,Sj2StOWkhHIPE6_sS5RMCQ
chinese,157,3.5,KBZQN540Xz6LbXLRVOMc0w
chinese,255,3,S-jThCG_S-7_xtm75nkB2Q
chinese,111,4,3W6S2wraTAj5y4Cd8eQvvw
chinese,68,4,i1eA3GawUFL-e_DbL_rg1w
chinese,138,3.5,YigPOZxASGQX1IniEyCp8g
chinese,51,4.5,rPTX2J5KGDkN1QhPD-QOvg
chinese,126,3.5,AolkHo3ct8gGBlyyOmAkOg
chinese,89,4,nrPfcOC4mGnEL-9CpoGhMg
chinese,143,3.5,nBm-zxAWg_oA8JNtHxPvcw
chinese,161,3.5,CKG7LVmSlvI93scyb1aVeg
chinese,221,3,Ece_DRuD1yQjRPJBAebRpw
chinese,30,4.5,3OT1deSiIYhrcXWJ1sD3wA
chinese,225,3,zYoL-o9YJpGTwJ-Gmj8AFA
chinese,55,4,tDYk6DmmU3buWBs9G0NBXQ
chinese,174,3.5,jwKPVep2qZYBUA6SLLQPvg
chinese,176,3,dTZ-q8CwEDo9iVKM0tydnQ
chinese,163,3.5,NmJ2xtfZrscfWB_a5wEbXQ
chinese,227,3,bK-Y2zCIMolqRDHsaYUCWA
chinese,140,3.5,bAPDGHHaLZs-XEFk7ZXGVA
chinese,87,3.5,1YGpTYD8xIuUpK_beMhzSw
chinese,90,4,ubeG-hyIV8qoSSAk_pAZ2A
chinese,78,4,qH8PVeddtVs9cKN2pwgdkQ
chinese,108,3.5,lmiwPS9tl3cyMDGDeVstqQ
chinese,143,3.5,c10jv8s_MJdFFOXviSt2Ew
chinese,182,3,mpxgyGnJsomLOzKRsCK1TA
chinese,112,4,bpeeh-kkay0ZE7mGXsCVKQ
chinese,130,3.5,bDsXyYwzk4I9_7l51D_gaA
chinese,293,3,s25mujxKWphsyFm0Ji1xYA
chinese,85,3.5,hY3z_joaHduNcF-C3ZWgqA
chinese,57,4,1HjbS4hWLeHEwpC4EuWKYw
chinese,178,3,wCA2kvIfrkzhBQ225VKspA
chinese,246,3,Qwd4Tv-CqgO2Yl9zZgkKOQ
chinese,155,3.5,u5-S5ElOzXnavuZ2gFsCpg
chinese,106,3.5,WgzUkwQkKwraqNzbYDFgWQ
chinese,124,3.5,LQ6x_oaOhRrlG9i8p-Fubw
chinese,188,3,6kCo3xb87Sc3Aa5ZSWzNnw
chinese,88,3.5,rpLZDxivPeb9ZXqqgDPfpg
chinese,216,3,6ZUNlT0iiHUEwZ-46GQmrg
chinese,134,3,3TMP2pncE-0LwoDukbaqlg
chinese,23,4.5,TIckT5ubU4nPbpua1ATG8Q
chinese,228,3,MXYtu8-0eNkW6L4firJfcw
chinese,188,3,fUhBM10aNrkVGvHJ2Hbhqw
chinese,138,3,NL7yHrgnOVNtKNRPon5vGQ
chinese,46,4,3fQ9IExhN9KMqGHVm_9AEQ
chinese,159,3,VooUbgaG0F2FeQZfgBbjkg
chinese,84,4,JjzCmRn3q8JrlwHx8nFhAA
chinese,121,3,NMX7QiEh1-ZhAY52t9-Iow
chinese,39,3.5,BsjtLd2sBV9Kg7YZ7sRq_A
chinese,23,4,-Bh1oJYcf7XmmznR91jX_A
chinese,51,3.5,4PG9npz7q_LP2H5LfDjWig
chinese,46,4,8td6qiBvZ-En6gSpPjXWzQ
chinese,35,4,PkA0eLD1AZ0voGAmUSG9mg
chinese,67,3.5,C6NvtFvXo86_kEWi3qBYWQ
chinese,105,3,XoxEVVf5Ci8nibQ-Q4P0nQ
chinese,30,4,cWPdP8_GqEWxZKRiOonfDg
chinese,80,3.5,-4pRolL6EQddbv4iHrIZwQ
chinese,26,4,sxv1oJxG8uu6u4tjKHiJMA
chinese,55,4.5,DjLxykRuP8OFtGtPPZpfdQ
chinese,82,3,6Rw91YkOUCzkhvdThDUjFg
chinese,62,3.5,_MdNLeBAcwv5Nb2yArZFvg
chinese,55,3.5,s5JNxy0eAFgxS2Poi73ODw
chinese,16,4.5,QQfwlKFD6X8-ZXf7gfQZqg
chinese,49,3.5,zLKnugqoFX0BRQKJJsdnbg
chinese,55,3.5,pMgk7E6bCG5Aj2sLuowobw
chinese,66,3.5,m4Q7Te--vJwBPi6j1_1mfg
chinese,33,3.5,mRhPjOOf17Q-a8CwLbmBvA
chinese,50,3.5,Hlqadgkg87_ZJf2otxTNww
chinese,89,3,U0SmczzYhahOeRxftjBPSg
chinese,37,4,DOa_Hm5HHT99GOvlhbydaQ
chinese,75,3,sEShqxRbZuWqjXEVCGMK9g
chinese,73,3.5,3ESDUFulPVoMJdsqPQGm0A
chinese,34,3.5,KIPrTLyJb0mHpsxuaCByZg
chinese,74,4,sgKNAn72O2XMQXS6AWmf9w
chinese,39,4,kwGaeWUVC_MIxMFw0sM-Ww
chinese,72,3,ybQV8joopvU1_gG2RwLRog
chinese,34,4,AA54rKcNIMglGhofj0huvg
chinese,113,3,7hh2eP4HVkyjtpcqeITk3Q
chinese,34,4,h4Rv0JxE97_I1dNDmuzb1g
chinese,58,3.5,dRrIJiVrjD2cLO_3bmfX-Q
chinese,74,3.5,bacGm8cL-vUPHdR18_M7bw
chinese,79,4,ru9KtvY8f_b2SKrKwtS3CA
chinese,28,4,nXh79laNQ7leN92F5Ore-Q
chinese,104,3,kYJbGSjyXocbRrgMV-zExg
chinese,25,4,54om5q7V4anmIXw2PdNJbA
chinese,66,3.5,emaMBqN_eWu71rgnQEnG3g
chinese,31,4,N_lF4aVGdJbHkDcOIqEpBA
chinese,60,3.5,G4K-mNlM0oLKo8N--Ne2AA
chinese,33,3.5,4-03VyMoFlXipCKh-aQcoA
chinese,113,3,56wxE888GknVcUeAXBfqFw
chinese,56,3.5,RUnj4RTVOSbbHE5zyguhrg
chinese,43,3.5,w0pDi_iMZd5MqYQ7t5q1dQ
chinese,15,4.5,_F3jmjLn3PrOGNz7RuMPnw
chinese,41,3.5,Sxpy4HvdiqTQt5BcplUAHg
chinese,51,3.5,VDbMrjBq-XAKZTS_cgB9_A
chinese,58,4,yDfgB1nvvuABZVzVjoJV7A
chinese,16,4,RQRQOO_CGhj16AIz4KqlQA
chinese,72,3.5,3Qpi419I29t3sCHMzC_h-g
chinese,106,3,rJeh77RIvtmISisvVoy6TA
chinese,13,4.5,VQ5YGa4L4AT3ugF61hM9qQ
chinese,29,4,Ya_xP6vMzxGbYlandxxeew
chinese,102,3,hdiQrGDT8enOzpxaipBzNA
chinese,92,3.5,KSYV3rNYaKWW-AHN4_i-7A
chinese,50,4,8xDbEfYXuPwi-94LLcb22A
chinese,44,4,croh2zWlbPyCQTNS11klcg
chinese,151,3,sR-KTsDa4vafaDak9Ik2sQ
chinese,83,3,AeLz0uoZH3hxmkcXlwUIGg
chinese,24,4.5,rHg81VzTGVREMCfMmgYMog
chinese,166,3,nA0FWQ0jf9yOCeuBTERC_w
