tag,bestAnswer,score
Jn7Wtek5_R12TKp2VUJuhw,1,6.533592E-1
DH6vM_NdIN5q-xfiHnJ3mA,1,9.393881E-1
lgS9lE0Y9FhzT68zCj5QCw,1,9.393881E-1
AEkpyAGcVe5NgH2Nb7fCNQ,1,9.393881E-1
jpK6MMfLJwLXCzTeywyNNA,1,6.533592E-1
SNDUD4LFjVHWwrdAkokxRg,1,9.99481E-1
uXtaduMyk2oGdnHYR4ZafA,1,9.393881E-1
LwEzFDBX-nUHYHgAddfaxA,1,9.393881E-1
dhR4FMfoN0-MT5JOs7B-5g,1,9.992698E-1
R3UNnA8EbjhNWBHS0wJ0VA,1,9.393881E-1
joSU4pnYVMhAuZ6ccaqqdA,1,6.533592E-1
Nt3Y26a6OMtdBe8xMMJjqQ,1,9.393881E-1
d6pcRMV1YUDFTKO_p9d-sA,1,9.993402E-1
ku3TyaUBEkuQtQXKq80Zlg,1,9.393881E-1
ZCAkVl5SeCDeBWg_xjfYeg,1,9.993402E-1
MMotl_bi3-5JRra91A2jLA,1,9.999648E-1
rhEfNtVrckQj-Ns44OBHgA,1,9.393881E-1
DKGUSLiqNchBNatKoPM9QQ,1,9.99711E-1
AxalkZb61r5Ks7l1yhhIHQ,1,6.533592E-1
tfMPbnQqJ1P1RIab-o6gtg,1,9.393881E-1
EF0O_YwVCuWioswtEMrjpg,1,9.393881E-1
IgTNgGE0qvTjkmCUzrNwtQ,1,9.393881E-1
unz_YBwCWg-O5id5rxSyDA,1,6.533592E-1
UtrW_dBuT5aqxSzx0FUICQ,1,9.393881E-1
0yC40qHlgV3LTVx_jEr8pg,1,9.393881E-1
yEHZiUgIihoSg6quQHcgmA,1,9.393881E-1
I_Va7AZSHpEwX75S-3hHLQ,1,9.99711E-1
eqdqHdY1CdCRHMXf6CgK3Q,1,9.99711E-1
CesS-E8Q3ztX6VnkXO6wBg,1,6.533592E-1
2lJwfmyRKO8zFz5Xuiw11w,1,9.393881E-1
w3wKbjuNCZnYoPOr-FCk5w,1,9.993402E-1
Yb6PQ_4YQpJ0SVZ1tetkbg,1,6.533592E-1
7T7L3GgX_rA88SlCfd0QBw,1,9.393881E-1
Myp2rEB3yEcdaZIRe0S3Ww,1,6.533592E-1
Jy7htqnnxlKB2vZO42_-aw,1,6.533592E-1
UNyGz06_7RendbswIyNYtA,1,6.533592E-1
8FJ8XVa-duF8rPeyfscUPg,1,6.533592E-1
DpfE0gPBXj-aj2pnEh4E2Q,1,9.99711E-1
2tR7d61tBGNlGaJRYvrN0Q,1,6.533592E-1
KwTr8s5IrVq6tMO4XE6P-w,1,6.533592E-1
Q1TpfbuPwKPFrNFyu-u2_g,1,9.99481E-1
Cd11Q5nxqthvg5xQx2SW2g,1,9.393881E-1
AvTezlpt3GXTdSEnXbHP4w,1,9.999648E-1
B7bxdtvLYR7Nmex4AIFd4w,1,6.869302E-1
za9mYaRVWkwKkQfjRgvU0g,1,9.999648E-1
pBNMZp_tKCAfRNx7-ybcHQ,1,9.999553E-1
Vzx-7-jSEBz2g8NuGVhHvQ,1,6.869302E-1
dv-RaOwKFizDe4c5-sVJ5w,1,9.999648E-1
RkcQl4uEJWblWf4xX8ssqQ,1,9.393881E-1
WRPJeH3goSpj5ke3Pkrnfw,1,9.99711E-1
sMoKKcyUslHmHe0NmCYgfg,1,9.999648E-1
xK8VkEUjAdfrtUBHhvs4Ww,1,6.869302E-1
WzdVUuFIv1JzLPTZRnTjVA,1,9.999648E-1
WIj12zDqIbBucW1hXYhrew,1,9.99711E-1
S-aX_Pz8F7nDL6kRThKcHw,1,9.393881E-1
eMmcNV51xPKNGMCqBccPvw,1,9.999648E-1
scTDvJ2M2jDbb1ntVeIyxA,1,9.393881E-1
S2NwTMDe4Vcs6nAoTeMYlA,1,9.393881E-1
XiIBASyS65DX3E_staW0JQ,1,9.999648E-1
vZgJyMZlpSSS_Y-duxd4_A,1,9.999648E-1
dVAI5zh29psdbHp9wGXwVQ,1,9.393881E-1
mOP2_wjgUMqELKDL1Y-U-A,1,9.393881E-1
wDRgZ1i7xcJ51xgtfO-fxQ,1,9.393881E-1
mxjv5RgkTr5qw3wjr2fXmA,1,9.99711E-1
yv9RbEsbXLhW7bv4ghBl3w,1,9.999648E-1
Lp8vAE5nHSt5zbu-lSGK8A,1,9.999648E-1
dpCSDy9uefOEcY44FHss2Q,1,9.393881E-1
qGgQMVExGERqGhZNDM2ROg,1,6.869302E-1
6OWMji5GiqRlRPZSb1lJ4A,1,9.999648E-1
x64xHVZoQj1ZOjzPqVprkw,1,9.999648E-1
FXhSEZfIqjMZh4hR0_8jMQ,1,9.999648E-1
A-ert0jDRBfku9ogyW_mEg,1,9.999553E-1
ePVlFbTzdVQFWie__kdplg,1,9.393881E-1
iSjPBJRiWqrgxW7ZM3CGig,1,9.99711E-1
MFYh1htbCY8naZfkdF9rEQ,1,9.996326E-1
wDuf4Qz9qsC62amLZgWNJQ,1,9.99711E-1
1dFOF1HPaThSCsdiqR7DrA,1,9.393881E-1
BV5Uvivsv_8_wCLK-S3eLw,1,9.99711E-1
-xck-yYOqrSl8rGKCVsdGw,1,9.99711E-1
duofsxNkSFWVre6eV1uhUQ,1,9.999648E-1
sGwQYKPaMJ-tD2E4fQ0EJQ,1,9.999648E-1
lQ8Fzgji9qmgRXkFcvAsVQ,1,9.999648E-1
agCuWjaUJ8xBO_PDDQRiGw,1,9.99711E-1
l1nX-f46dmOEmYPoiuLSaw,1,9.393881E-1
02zyTkuXvbGcbA9en_20Gw,1,9.393881E-1
wurhcLKXD4YJ5XfTxpbE5Q,1,9.393881E-1
n1elkLPlnQX_PArLvuVVIg,1,9.393881E-1
AfF4zVbVI27zwgkzOLYDFg,1,9.999648E-1
38KDbZ8yuozUbswBr6OWVA,1,9.393881E-1
6dVXDdgzDEVt4DvHzpWo9w,1,9.393881E-1
75hwcHqtBI0x-Ej0OEklWA,1,6.533592E-1
rL5F8YnQq9SY0hyece4W2w,1,6.533592E-1
TWI3efEcCVsTErKFWz4Zqg,1,6.533592E-1
a1GTJ0bYuoc0gOjhCupBmw,1,5.119987E-1
SGpqzs1ZtOqGPVTfedrf8w,1,9.991438E-1
K0qsGnFv-edPDqVBdLCocQ,1,9.99481E-1
ye-TSU-mu1Gd5TAJOpI5Mg,1,9.393881E-1
douRKPVxuo8BEOkMxgVl_w,1,9.994256E-1
poRWXhCG1-mVxs1kuw_ZEg,1,6.533592E-1
lt3Leywt1pzy23OzDqYRVA,1,6.533592E-1
U5dCWjAxrvLLMH1ErpGfvw,1,6.533592E-1
dOxBYyxlZ2paUXE9vGis3Q,1,6.533592E-1
Bwj7nzWphGV6FaZ_ygTSOg,1,6.533592E-1
PGBHteqfNcTqesQFKqqdsg,1,6.533592E-1
P6O2I3PbON26-P9Jhb7Q1A,1,9.993265E-1
gQ6DNeLNWQV-zwWyuFeBpg,1,6.533592E-1
gj3TK9OEeXbb2-3Yp2Laxg,1,6.533592E-1
TaiP-ad7115hSotsSC_PlA,1,6.533592E-1
WThqnTprg2txsVBt7D0Tkg,1,6.533592E-1
neabGe_cEiXaNE1rESYPjw,1,9.99481E-1
Dj0jblwuWTftL1D7_Kun6Q,1,9.393881E-1
dmX0ASRxBZJeMLFZ7WBK3g,1,6.533592E-1
Mx4jHwGh5ZFHRMyiWZ_xfw,1,9.993265E-1
D13m2P0qKQUWNqIW-lpHZg,1,9.99711E-1
P_a_taGxqxvkzdzp51Bm7A,1,9.994256E-1
h0KwMWDU2I5jZhObfmN2Sg,1,6.533592E-1
1fVp9c5Vw04ig171a_juRw,1,9.994256E-1
WRRs3smfm6rHP5k4Slzr3w,1,6.533592E-1
SBJHGtqJyfaU47NPjGAU6A,1,9.99481E-1
5TnBfeoBpxPPwIXMGBMasg,1,9.99481E-1
LqMHxKckcnSRWrJ6T_irnw,1,5.119987E-1
NZb6ILmE0p4gQ5harzrAvA,1,9.393881E-1
zb78ua-FlfFRj8v082giBw,1,6.533592E-1
tsTGTBrz2TqrYRgdr6vEJQ,1,9.994256E-1
TadRviRC9Z1WhgSsGi3Yow,1,5.119987E-1
ud5ZnsGKFsgw0KErntD2lA,1,6.533592E-1
MXstrG3HjF83LcxAd8OpTw,1,9.994256E-1
gJXNSJ9VXTuCFmp_Kl9TVQ,1,9.99481E-1
RoqLH-4rDugHlduthnZggg,1,9.994256E-1
oVdiFY9zSvgW0u-J0DoKbw,1,5.119987E-1
6gE9N5wD4K-bbmSEBm7Lhw,0,4.866517E-1
KavW0SjAiElP2ajaexNQDQ,1,9.994256E-1
LztkKM-lvRraBbS9TVXzcg,1,5.119987E-1
_4UvguU5z2hMsHXlYedFXw,1,9.991438E-1
sXA1aTe4MVUgBpQUiISAyg,1,6.869302E-1
qbLLdO0VEAWXGnygtQfoDQ,1,9.994256E-1
zyG1GIU3KnIZ3bOVGgJXlA,1,6.533592E-1
QBhHq4eN7rtFzmDUciVL-Q,1,6.533592E-1
q4nXkBAk4zXtFkIIO231sQ,1,5.119987E-1
GJZnf3B-ADjlCV1NXsHvGQ,1,6.533592E-1
oD0mN9vXuc1gFRyw1CG-Pw,1,9.979349E-1
flmNwrxQfYNvWp7_-fZyDg,1,5.119987E-1
poECelUuZjcM6xSlYjqxbw,1,9.993265E-1
l4fdf4e_xFvNnKqfdm3SLg,1,9.987204E-1
MdD_PgW2A4XP1WMkHbOWng,1,9.993265E-1
BcOuqkUniZJG5NLpdzeOYQ,1,5.119987E-1
01m-oqxaCifh0s0eU03bBg,1,5.119987E-1
y8xZmhrp6zKnxJNtqFa_8g,1,9.993265E-1
rlJ2Moc6A9R3qpYJlR8D3Q,1,9.979349E-1
gAugxpTjPNbMK86dvXirJQ,1,9.993265E-1
FnWeS2HRGvDimOHMHRHOsw,1,9.979349E-1
VdNb9hmg9Fh_tbdS3qHVsw,1,9.993265E-1
YfJZBmm9tfW--W_WIGReqA,1,9.979349E-1
bzGe51q5j1AvKG7DbDZk5g,1,5.119987E-1
2pnhIRBUw58PpN8CQEYiZA,1,5.119987E-1
owKe1hapqCCLnme2Xr3mrA,1,5.119987E-1
JRSAnPCs3jgiRVvE9j2S7g,1,5.119987E-1
4p5Fzyt3-mEYFKIYqZ54aA,1,9.973759E-1
Xr8jXXafb0tG5oAoS07Jbg,1,9.973759E-1
A_fZL0ir_actclrL-ePTOw,1,9.744892E-1
ZdLS7gD1ulmCPkqNc9_S3A,1,6.533592E-1
_5E5cZP0PzkwfdEqTebBUg,0,4.866517E-1
Tk605KjXVTnXpGkOSuVBaQ,1,9.973759E-1
cDs0M0149bygyS0TpB-xHA,1,5.119987E-1
ayw4_D-wSCIr-xcJ3_aZ4A,0,4.470207E-1
u6Yrkowq8k5zBpClvjX2FA,1,9.993265E-1
vWEKZVPIYFewfqCOkkvVIQ,0,4.866517E-1
bzr6GEQyjpgbkhHAsYaljQ,0,4.866517E-1
Dh2I2jRTXE7oDCfuA9vCoQ,0,4.866517E-1
FDhOPRZ01PDEEH-QCnVIyQ,0,4.470207E-1
KgosIJNr-XTOsjkiKlS4vQ,0,4.866517E-1
gP2ru9_58VN-4mZCOUxUfA,1,9.979349E-1
5u4T6-Z-KhHrRZ9g54pugQ,1,9.979349E-1
tA_AoGEL_oGllbU2j77Shw,1,9.489839E-1
OfVP8lDL1Juk8b8Hlx7fQg,0,4.866517E-1
kLSWg3Qa4ZpPdSW_3IkNpA,1,5.119987E-1
1jtNrYktZpxCIXCc_1HsAA,1,9.993265E-1
fBST87mwCyiYUSEADXOdSA,1,9.393881E-1
_FeMTFEx8aHOaSusblkVzA,1,9.979349E-1
H7kT9MKx1i4VGruZc04ktg,0,4.866517E-1
IBMaz2RZPkU1Ng9b8A6ywg,0,4.866517E-1
9j5r0NlYKRkBTVvnAcUcwg,1,5.119987E-1
WgQkB7cbPNgj0pLin7gQtw,1,5.119987E-1
Sj2StOWkhHIPE6_sS5RMCQ,1,9.393881E-1
KBZQN540Xz6LbXLRVOMc0w,1,6.533592E-1
S-jThCG_S-7_xtm75nkB2Q,1,9.393881E-1
3W6S2wraTAj5y4Cd8eQvvw,1,9.99711E-1
i1eA3GawUFL-e_DbL_rg1w,1,9.99481E-1
YigPOZxASGQX1IniEyCp8g,1,6.533592E-1
rPTX2J5KGDkN1QhPD-QOvg,1,9.993402E-1
AolkHo3ct8gGBlyyOmAkOg,1,6.533592E-1
nrPfcOC4mGnEL-9CpoGhMg,1,9.99711E-1
nBm-zxAWg_oA8JNtHxPvcw,1,6.533592E-1
CKG7LVmSlvI93scyb1aVeg,1,6.533592E-1
Ece_DRuD1yQjRPJBAebRpw,1,9.393881E-1
3OT1deSiIYhrcXWJ1sD3wA,1,9.991438E-1
zYoL-o9YJpGTwJ-Gmj8AFA,1,9.393881E-1
tDYk6DmmU3buWBs9G0NBXQ,1,9.99481E-1
jwKPVep2qZYBUA6SLLQPvg,1,9.393881E-1
dTZ-q8CwEDo9iVKM0tydnQ,1,9.393881E-1
NmJ2xtfZrscfWB_a5wEbXQ,1,6.533592E-1
bK-Y2zCIMolqRDHsaYUCWA,1,9.393881E-1
bAPDGHHaLZs-XEFk7ZXGVA,1,6.533592E-1
1YGpTYD8xIuUpK_beMhzSw,1,6.533592E-1
ubeG-hyIV8qoSSAk_pAZ2A,1,9.99711E-1
qH8PVeddtVs9cKN2pwgdkQ,1,9.99481E-1
lmiwPS9tl3cyMDGDeVstqQ,1,6.533592E-1
c10jv8s_MJdFFOXviSt2Ew,1,6.533592E-1
mpxgyGnJsomLOzKRsCK1TA,1,9.393881E-1
bpeeh-kkay0ZE7mGXsCVKQ,1,9.99711E-1
bDsXyYwzk4I9_7l51D_gaA,1,6.533592E-1
s25mujxKWphsyFm0Ji1xYA,1,9.393881E-1
hY3z_joaHduNcF-C3ZWgqA,1,6.533592E-1
1HjbS4hWLeHEwpC4EuWKYw,1,9.99481E-1
wCA2kvIfrkzhBQ225VKspA,1,9.393881E-1
Qwd4Tv-CqgO2Yl9zZgkKOQ,1,9.393881E-1
u5-S5ElOzXnavuZ2gFsCpg,1,6.533592E-1
WgzUkwQkKwraqNzbYDFgWQ,1,6.533592E-1
LQ6x_oaOhRrlG9i8p-Fubw,1,6.533592E-1
6kCo3xb87Sc3Aa5ZSWzNnw,1,9.393881E-1
rpLZDxivPeb9ZXqqgDPfpg,1,6.533592E-1
6ZUNlT0iiHUEwZ-46GQmrg,1,9.393881E-1
3TMP2pncE-0LwoDukbaqlg,1,6.533592E-1
TIckT5ubU4nPbpua1ATG8Q,1,9.973759E-1
MXYtu8-0eNkW6L4firJfcw,1,9.393881E-1
fUhBM10aNrkVGvHJ2Hbhqw,1,9.393881E-1
NL7yHrgnOVNtKNRPon5vGQ,1,6.533592E-1
3fQ9IExhN9KMqGHVm_9AEQ,1,9.994256E-1
VooUbgaG0F2FeQZfgBbjkg,1,6.533592E-1
JjzCmRn3q8JrlwHx8nFhAA,1,9.99481E-1
NMX7QiEh1-ZhAY52t9-Iow,1,6.533592E-1
BsjtLd2sBV9Kg7YZ7sRq_A,0,4.866517E-1
-Bh1oJYcf7XmmznR91jX_A,1,9.979349E-1
4PG9npz7q_LP2H5LfDjWig,1,5.119987E-1
8td6qiBvZ-En6gSpPjXWzQ,1,9.994256E-1
PkA0eLD1AZ0voGAmUSG9mg,1,9.994256E-1
C6NvtFvXo86_kEWi3qBYWQ,1,5.119987E-1
XoxEVVf5Ci8nibQ-Q4P0nQ,1,6.533592E-1
cWPdP8_GqEWxZKRiOonfDg,1,9.993265E-1
-4pRolL6EQddbv4iHrIZwQ,1,5.119987E-1
sxv1oJxG8uu6u4tjKHiJMA,1,9.993265E-1
DjLxykRuP8OFtGtPPZpfdQ,1,9.993402E-1
6Rw91YkOUCzkhvdThDUjFg,1,5.119987E-1
_MdNLeBAcwv5Nb2yArZFvg,1,5.119987E-1
s5JNxy0eAFgxS2Poi73ODw,1,5.119987E-1
QQfwlKFD6X8-ZXf7gfQZqg,1,9.973759E-1
zLKnugqoFX0BRQKJJsdnbg,0,4.866517E-1
pMgk7E6bCG5Aj2sLuowobw,1,5.119987E-1
m4Q7Te--vJwBPi6j1_1mfg,1,5.119987E-1
mRhPjOOf17Q-a8CwLbmBvA,0,4.470207E-1
Hlqadgkg87_ZJf2otxTNww,0,4.866517E-1
U0SmczzYhahOeRxftjBPSg,1,6.533592E-1
DOa_Hm5HHT99GOvlhbydaQ,1,9.994256E-1
sEShqxRbZuWqjXEVCGMK9g,1,5.119987E-1
3ESDUFulPVoMJdsqPQGm0A,1,5.119987E-1
KIPrTLyJb0mHpsxuaCByZg,0,4.470207E-1
sgKNAn72O2XMQXS6AWmf9w,1,9.99481E-1
kwGaeWUVC_MIxMFw0sM-Ww,1,9.994256E-1
ybQV8joopvU1_gG2RwLRog,1,5.119987E-1
AA54rKcNIMglGhofj0huvg,1,9.993265E-1
7hh2eP4HVkyjtpcqeITk3Q,1,6.533592E-1
h4Rv0JxE97_I1dNDmuzb1g,1,9.993265E-1
dRrIJiVrjD2cLO_3bmfX-Q,1,5.119987E-1
bacGm8cL-vUPHdR18_M7bw,1,5.119987E-1
ru9KtvY8f_b2SKrKwtS3CA,1,9.99481E-1
nXh79laNQ7leN92F5Ore-Q,1,9.993265E-1
kYJbGSjyXocbRrgMV-zExg,1,6.533592E-1
54om5q7V4anmIXw2PdNJbA,1,9.993265E-1
emaMBqN_eWu71rgnQEnG3g,1,5.119987E-1
N_lF4aVGdJbHkDcOIqEpBA,1,9.993265E-1
G4K-mNlM0oLKo8N--Ne2AA,1,5.119987E-1
4-03VyMoFlXipCKh-aQcoA,0,4.470207E-1
56wxE888GknVcUeAXBfqFw,1,6.533592E-1
RUnj4RTVOSbbHE5zyguhrg,1,5.119987E-1
w0pDi_iMZd5MqYQ7t5q1dQ,0,4.866517E-1
_F3jmjLn3PrOGNz7RuMPnw,1,9.973759E-1
Sxpy4HvdiqTQt5BcplUAHg,0,4.866517E-1
VDbMrjBq-XAKZTS_cgB9_A,1,5.119987E-1
yDfgB1nvvuABZVzVjoJV7A,1,9.99481E-1
