Cuisine,ReviewCount,Rating,RestaurantID,bestAnswer,score
chinese,71,4.5,XfHgiIsoo1Pr_v04bx9ptg,1,0.9993402
chinese,271,4,dDXtga5Kgo5B1twdezcZJA,1,0.9999648
chinese,324,4,6tASYtO9zOrXr8-LPnAToQ,1,0.9999648
chinese,451,3.5,53y6b_-YaptXhlm2-STzeA,1,0.6869302
chinese,209,4,3Rah-cvFk79duFQ83voQ5A,1,0.9999648
chinese,255,4,_XLLSXPIjgoZQtwU3RCcQA,1,0.9999648
chinese,623,3,lpLd3AFaMOV7LfPtvUiq8A,1,0.6869302
chinese,129,4.5,9FwX2ye1eCxnPVoQOHHr3g,1,0.9996326
chinese,121,4.5,DPOWubhvyzYGjLbVvbr_sg,1,0.9996326
chinese,114,4.5,pepM7-yv4-jCT6S1nl6fPg,1,0.9996326
chinese,409,3,JaKLZrh1Y_2qB_0Gc3bk3A,1,0.9393881
chinese,309,3.5,2Bd36ac2PAjOvHFGX3e1dw,1,0.9393881
chinese,43,4.5,c1HgKFOT4Cc7TqWQD5mQBQ,1,0.9992698
chinese,331,3.5,si4n0EtvAl3QisVHoKPOuw,1,0.9393881
chinese,385,3.5,Qn-qGoIkj-9uApdxb_VTeA,1,0.9393881
chinese,67,4.5,0dDCDQz7DrKkSvu9h2hcQw,1,0.9993402
chinese,267,3.5,HHkTmzDBE9sGWvtSW9Ne8A,1,0.9393881
chinese,481,3,g_5V15Xp1OvB1QXuGMstYA,1,0.6869302
chinese,190,4,xCHApgtkLpEyh0lz-uhZvg,1,0.9999648
chinese,337,3.5,OvdCm3j_5HzItolfvwrEUA,1,0.9393881
chinese,140,4,6wJOojpF2c4lLeBNbTBB0A,1,0.999711
chinese,205,4,sfsjk1h50ooC2ioY7m48gw,1,0.9999648
chinese,96,4,jc7lVTvmYMIK5RNpENtS6w,1,0.999711
chinese,169,4,hh0W5CPtx2MoyQGb1kAEEA,1,0.9999648
chinese,166,4,30pqvzHrCNmnodJCRyzrTg,1,0.9999648
chinese,94,4,-7PgxPVUGZh__U3CxRFKxg,1,0.999711
chinese,91,4.5,_Ge2eC89Z-jlaDDWglfT8g,1,0.9996326
chinese,183,3.5,XmycF9-fpEPlgMe8_qgJrQ,1,0.9393881
chinese,156,3.5,aije_BqBVVl-6T13QsnRqQ,1,0.6533592
chinese,251,3.5,H89jrU17lNnguPaHbmzhAw,1,0.9393881
chinese,205,3.5,7hyQqnnAisSL-nfIWCPziQ,1,0.9393881
chinese,174,4,osnb51lPIHxUKRlcg7idwA,1,0.9999648
chinese,456,3,yzAJOjAV7BnLZpbISHZfWg,1,0.6869302
chinese,426,3,v2dtG37r1ThqtfEfiFsAUg,1,0.6869302
chinese,109,4,heM6XLWvfYuivaf2IjBMFQ,1,0.999711
chinese,305,3.5,8UlRXXPaSI383aiOiJQi5A,1,0.9393881
chinese,49,5,f7QVr9xC8UWXdVz9QvbmNg,1,0.9852894
chinese,283,3.5,AgTj_2PYIKP519hexQCvCg,1,0.9393881
chinese,127,4,RoPrfBqmRTqw_cBqcWAfYA,1,0.999711
chinese,172,3.5,Tb4aUIIy74xG9wLDEwpxdw,1,0.9393881
chinese,261,3.5,bGOZTD9O00OkVA1Pkt3OuQ,1,0.9393881
chinese,76,4.5,HjUwZOlok1TabhS4S1ya2w,1,0.9993402
chinese,264,3.5,gxvwxZWWSKNFMsVr10YAQg,1,0.9393881
chinese,149,4,oowNI_aUmGEFa_VW8BFgRg,1,0.999711
chinese,443,3,RoXFN-T1s6moM5smbY_5Gw,1,0.6869302
chinese,128,4,tS4aiWBYgzlqKX898jr3_w,1,0.999711
chinese,156,4,5YBYGnZtTGJABXC4Jahhzg,1,0.999711
chinese,324,3,PGeL1b4xNJggpZsHEGoxjg,1,0.9393881
chinese,128,4,2IrDzLVFUFPp229c1x8YNw,1,0.999711
chinese,101,4,lSrdxUNxyMgh5YU903JUiw,1,0.999711
chinese,199,3.5,kyJ0CtJ2Lrid_YdZWobf7w,1,0.9393881
chinese,70,4.5,U2aUFZARLeSMf4RQIxjuTw,1,0.9993402
chinese,87,4,eVDV1ALwvre01Xo8v6BCoQ,1,0.999711
chinese,216,3.5,mDajKjZjRN4tVGEJFOgF9w,1,0.9393881
chinese,252,3.5,PQ2ZlhuTlJpvMUgvsAwtmQ,1,0.9393881
chinese,408,3,4s_PhObBStJL6EYVtIAsrQ,1,0.9393881
chinese,138,3.5,rkeH5HJIuX7ZcOaYNum9xA,1,0.6533592
chinese,57,4.5,ZpifrJsBsz7RUT1_Tyu9nQ,1,0.9993402
chinese,89,4,BkXb82Y2OIsQ5RpNNQOYmQ,1,0.999711
chinese,214,3.5,IqbHVeqgewmbeSMXBhbqSw,1,0.9393881
chinese,124,4,oJjMYhA6z1_BVaQpSdyl8g,1,0.999711
chinese,63,4.5,bRL9IQG2gpdAAEcaa8V0Qg,1,0.9993402
chinese,123,4,-lgNzAEyFr8LCTuBTWnAMg,1,0.999711
chinese,99,4,5RjZCsXuWPclyrDsnsXw7w,1,0.999711
chinese,133,4,mA7_wkXy3fDuQ00iV6GYqQ,1,0.999711
chinese,139,4,YdAtCf_13UK-uvXuOMrhNg,1,0.999711
chinese,154,3.5,lFq-2FMJogdokie314E1bQ,1,0.6533592
chinese,136,3.5,Jn7Wtek5_R12TKp2VUJuhw,1,0.6533592
chinese,229,3.5,DH6vM_NdIN5q-xfiHnJ3mA,1,0.9393881
chinese,166,3.5,lgS9lE0Y9FhzT68zCj5QCw,1,0.9393881
chinese,183,3.5,AEkpyAGcVe5NgH2Nb7fCNQ,1,0.9393881
chinese,164,3.5,jpK6MMfLJwLXCzTeywyNNA,1,0.6533592
chinese,56,4,SNDUD4LFjVHWwrdAkokxRg,1,0.999481
chinese,172,3.5,uXtaduMyk2oGdnHYR4ZafA,1,0.9393881
chinese,318,3,LwEzFDBX-nUHYHgAddfaxA,1,0.9393881
chinese,48,4.5,dhR4FMfoN0-MT5JOs7B-5g,1,0.9992698
chinese,219,3.5,R3UNnA8EbjhNWBHS0wJ0VA,1,0.9393881
chinese,132,3.5,joSU4pnYVMhAuZ6ccaqqdA,1,0.6533592
chinese,254,3.5,Nt3Y26a6OMtdBe8xMMJjqQ,1,0.9393881
chinese,54,4.5,d6pcRMV1YUDFTKO_p9d-sA,1,0.9993402
chinese,202,3,ku3TyaUBEkuQtQXKq80Zlg,1,0.9393881
chinese,58,4.5,ZCAkVl5SeCDeBWg_xjfYeg,1,0.9993402
chinese,421,4,MMotl_bi3-5JRra91A2jLA,1,0.9999648
chinese,182,3.5,rhEfNtVrckQj-Ns44OBHgA,1,0.9393881
chinese,90,4,DKGUSLiqNchBNatKoPM9QQ,1,0.999711
chinese,154,3.5,AxalkZb61r5Ks7l1yhhIHQ,1,0.6533592
chinese,219,3.5,tfMPbnQqJ1P1RIab-o6gtg,1,0.9393881
chinese,310,3,EF0O_YwVCuWioswtEMrjpg,1,0.9393881
chinese,220,3.5,IgTNgGE0qvTjkmCUzrNwtQ,1,0.9393881
chinese,146,3.5,unz_YBwCWg-O5id5rxSyDA,1,0.6533592
chinese,239,3.5,UtrW_dBuT5aqxSzx0FUICQ,1,0.9393881
chinese,206,3.5,0yC40qHlgV3LTVx_jEr8pg,1,0.9393881
chinese,212,3.5,yEHZiUgIihoSg6quQHcgmA,1,0.9393881
chinese,118,4,I_Va7AZSHpEwX75S-3hHLQ,1,0.999711
chinese,93,4,eqdqHdY1CdCRHMXf6CgK3Q,1,0.999711
chinese,155,3.5,CesS-E8Q3ztX6VnkXO6wBg,1,0.6533592
chinese,274,3,2lJwfmyRKO8zFz5Xuiw11w,1,0.9393881
chinese,53,4.5,w3wKbjuNCZnYoPOr-FCk5w,1,0.9993402
chinese,104,3.5,Yb6PQ_4YQpJ0SVZ1tetkbg,1,0.6533592
chinese,180,3.5,7T7L3GgX_rA88SlCfd0QBw,1,0.9393881
chinese,119,3.5,Myp2rEB3yEcdaZIRe0S3Ww,1,0.6533592
chinese,139,3.5,Jy7htqnnxlKB2vZO42_-aw,1,0.6533592
chinese,124,3.5,UNyGz06_7RendbswIyNYtA,1,0.6533592
chinese,112,3.5,8FJ8XVa-duF8rPeyfscUPg,1,0.6533592
chinese,100,4,DpfE0gPBXj-aj2pnEh4E2Q,1,0.999711
chinese,132,3.5,2tR7d61tBGNlGaJRYvrN0Q,1,0.6533592
chinese,108,3.5,KwTr8s5IrVq6tMO4XE6P-w,1,0.6533592
chinese,84,4,Q1TpfbuPwKPFrNFyu-u2_g,1,0.999481
chinese,413,3.5,Cd11Q5nxqthvg5xQx2SW2g,1,0.9393881
chinese,314,4,AvTezlpt3GXTdSEnXbHP4w,1,0.9999648
chinese,504,3.5,B7bxdtvLYR7Nmex4AIFd4w,1,0.6869302
chinese,243,4,za9mYaRVWkwKkQfjRgvU0g,1,0.9999648
chinese,191,4.5,pBNMZp_tKCAfRNx7-ybcHQ,1,0.9999553
chinese,551,3.5,Vzx-7-jSEBz2g8NuGVhHvQ,1,0.6869302
chinese,209,4,dv-RaOwKFizDe4c5-sVJ5w,1,0.9999648
chinese,366,3.5,RkcQl4uEJWblWf4xX8ssqQ,1,0.9393881
chinese,142,4,WRPJeH3goSpj5ke3Pkrnfw,1,0.999711
chinese,205,4,sMoKKcyUslHmHe0NmCYgfg,1,0.9999648
chinese,471,3.5,xK8VkEUjAdfrtUBHhvs4Ww,1,0.6869302
chinese,175,4,WzdVUuFIv1JzLPTZRnTjVA,1,0.9999648
chinese,160,4,WIj12zDqIbBucW1hXYhrew,1,0.999711
chinese,419,3.5,S-aX_Pz8F7nDL6kRThKcHw,1,0.9393881
chinese,167,4,eMmcNV51xPKNGMCqBccPvw,1,0.9999648
chinese,347,3.5,scTDvJ2M2jDbb1ntVeIyxA,1,0.9393881
chinese,317,3.5,S2NwTMDe4Vcs6nAoTeMYlA,1,0.9393881
chinese,301,4,XiIBASyS65DX3E_staW0JQ,1,0.9999648
chinese,216,4,vZgJyMZlpSSS_Y-duxd4_A,1,0.9999648
chinese,234,3.5,dVAI5zh29psdbHp9wGXwVQ,1,0.9393881
chinese,401,3.5,mOP2_wjgUMqELKDL1Y-U-A,1,0.9393881
chinese,268,3.5,wDRgZ1i7xcJ51xgtfO-fxQ,1,0.9393881
chinese,134,4,mxjv5RgkTr5qw3wjr2fXmA,1,0.999711
chinese,256,4,yv9RbEsbXLhW7bv4ghBl3w,1,0.9999648
chinese,235,4,Lp8vAE5nHSt5zbu-lSGK8A,1,0.9999648
chinese,358,3.5,dpCSDy9uefOEcY44FHss2Q,1,0.9393881
chinese,448,3.5,qGgQMVExGERqGhZNDM2ROg,1,0.6869302
chinese,186,4,6OWMji5GiqRlRPZSb1lJ4A,1,0.9999648
chinese,178,4,x64xHVZoQj1ZOjzPqVprkw,1,0.9999648
chinese,292,4,FXhSEZfIqjMZh4hR0_8jMQ,1,0.9999648
chinese,169,4.5,A-ert0jDRBfku9ogyW_mEg,1,0.9999553
chinese,341,3.5,ePVlFbTzdVQFWie__kdplg,1,0.9393881
chinese,155,4,iSjPBJRiWqrgxW7ZM3CGig,1,0.999711
chinese,118,4.5,MFYh1htbCY8naZfkdF9rEQ,1,0.9996326
chinese,147,4,wDuf4Qz9qsC62amLZgWNJQ,1,0.999711
chinese,267,3.5,1dFOF1HPaThSCsdiqR7DrA,1,0.9393881
chinese,130,4,BV5Uvivsv_8_wCLK-S3eLw,1,0.999711
chinese,121,4,-xck-yYOqrSl8rGKCVsdGw,1,0.999711
chinese,171,4,duofsxNkSFWVre6eV1uhUQ,1,0.9999648
chinese,178,4,sGwQYKPaMJ-tD2E4fQ0EJQ,1,0.9999648
chinese,179,4,lQ8Fzgji9qmgRXkFcvAsVQ,1,0.9999648
chinese,89,4,agCuWjaUJ8xBO_PDDQRiGw,1,0.999711
chinese,348,3.5,l1nX-f46dmOEmYPoiuLSaw,1,0.9393881
chinese,175,3.5,02zyTkuXvbGcbA9en_20Gw,1,0.9393881
chinese,386,3.5,wurhcLKXD4YJ5XfTxpbE5Q,1,0.9393881
chinese,308,3.5,n1elkLPlnQX_PArLvuVVIg,1,0.9393881
chinese,176,4,AfF4zVbVI27zwgkzOLYDFg,1,0.9999648
chinese,235,3.5,38KDbZ8yuozUbswBr6OWVA,1,0.9393881
chinese,274,3.5,6dVXDdgzDEVt4DvHzpWo9w,1,0.9393881
chinese,104,3.5,75hwcHqtBI0x-Ej0OEklWA,1,0.6533592
chinese,138,3.5,rL5F8YnQq9SY0hyece4W2w,1,0.6533592
chinese,108,3.5,TWI3efEcCVsTErKFWz4Zqg,1,0.6533592
chinese,68,3.5,a1GTJ0bYuoc0gOjhCupBmw,1,0.5119987
chinese,27,4.5,SGpqzs1ZtOqGPVTfedrf8w,1,0.9991438
chinese,55,4,K0qsGnFv-edPDqVBdLCocQ,1,0.999481
chinese,236,3,ye-TSU-mu1Gd5TAJOpI5Mg,1,0.9393881
chinese,50,4,douRKPVxuo8BEOkMxgVl_w,1,0.9994256
chinese,161,3,poRWXhCG1-mVxs1kuw_ZEg,1,0.6533592
chinese,157,3,lt3Leywt1pzy23OzDqYRVA,1,0.6533592
chinese,97,3.5,U5dCWjAxrvLLMH1ErpGfvw,1,0.6533592
chinese,90,3.5,dOxBYyxlZ2paUXE9vGis3Q,1,0.6533592
chinese,113,3.5,Bwj7nzWphGV6FaZ_ygTSOg,1,0.6533592
chinese,89,3.5,PGBHteqfNcTqesQFKqqdsg,1,0.6533592
chinese,33,4,P6O2I3PbON26-P9Jhb7Q1A,1,0.9993265
chinese,137,3,gQ6DNeLNWQV-zwWyuFeBpg,1,0.6533592
chinese,130,3,gj3TK9OEeXbb2-3Yp2Laxg,1,0.6533592
chinese,107,3.5,TaiP-ad7115hSotsSC_PlA,1,0.6533592
chinese,140,3,WThqnTprg2txsVBt7D0Tkg,1,0.6533592
chinese,67,4,neabGe_cEiXaNE1rESYPjw,1,0.999481
chinese,178,3,Dj0jblwuWTftL1D7_Kun6Q,1,0.9393881
chinese,162,3,dmX0ASRxBZJeMLFZ7WBK3g,1,0.6533592
chinese,34,4,Mx4jHwGh5ZFHRMyiWZ_xfw,1,0.9993265
chinese,102,4,D13m2P0qKQUWNqIW-lpHZg,1,0.999711
chinese,47,4,P_a_taGxqxvkzdzp51Bm7A,1,0.9994256
chinese,114,3.5,h0KwMWDU2I5jZhObfmN2Sg,1,0.6533592
chinese,39,4,1fVp9c5Vw04ig171a_juRw,1,0.9994256
chinese,128,3,WRRs3smfm6rHP5k4Slzr3w,1,0.6533592
chinese,67,4,SBJHGtqJyfaU47NPjGAU6A,1,0.999481
chinese,52,4,5TnBfeoBpxPPwIXMGBMasg,1,0.999481
chinese,66,3.5,LqMHxKckcnSRWrJ6T_irnw,1,0.5119987
chinese,330,3,NZb6ILmE0p4gQ5harzrAvA,1,0.9393881
chinese,93,3.5,zb78ua-FlfFRj8v082giBw,1,0.6533592
chinese,37,4,tsTGTBrz2TqrYRgdr6vEJQ,1,0.9994256
chinese,75,3.5,TadRviRC9Z1WhgSsGi3Yow,1,0.5119987
chinese,96,3.5,ud5ZnsGKFsgw0KErntD2lA,1,0.6533592
chinese,46,4,MXstrG3HjF83LcxAd8OpTw,1,0.9994256
chinese,65,4,gJXNSJ9VXTuCFmp_Kl9TVQ,1,0.999481
chinese,43,4,RoqLH-4rDugHlduthnZggg,1,0.9994256
chinese,71,3.5,oVdiFY9zSvgW0u-J0DoKbw,1,0.5119987
chinese,45,3.5,6gE9N5wD4K-bbmSEBm7Lhw,0,0.4866517
chinese,40,4,KavW0SjAiElP2ajaexNQDQ,1,0.9994256
chinese,73,3.5,LztkKM-lvRraBbS9TVXzcg,1,0.5119987
chinese,24,4.5,_4UvguU5z2hMsHXlYedFXw,1,0.9991438
chinese,448,3,sXA1aTe4MVUgBpQUiISAyg,1,0.6869302
chinese,40,4,qbLLdO0VEAWXGnygtQfoDQ,1,0.9994256
chinese,90,3.5,zyG1GIU3KnIZ3bOVGgJXlA,1,0.6533592
chinese,113,3.5,QBhHq4eN7rtFzmDUciVL-Q,1,0.6533592
chinese,73,3,q4nXkBAk4zXtFkIIO231sQ,1,0.5119987
chinese,88,3,GJZnf3B-ADjlCV1NXsHvGQ,1,0.6533592
chinese,19,4,oD0mN9vXuc1gFRyw1CG-Pw,1,0.9979349
chinese,56,3.5,flmNwrxQfYNvWp7_-fZyDg,1,0.5119987
chinese,34,4,poECelUuZjcM6xSlYjqxbw,1,0.9993265
chinese,11,4.5,l4fdf4e_xFvNnKqfdm3SLg,1,0.9987204
chinese,28,4,MdD_PgW2A4XP1WMkHbOWng,1,0.9993265
chinese,51,3.5,BcOuqkUniZJG5NLpdzeOYQ,1,0.5119987
chinese,55,3,01m-oqxaCifh0s0eU03bBg,1,0.5119987
chinese,28,4,y8xZmhrp6zKnxJNtqFa_8g,1,0.9993265
chinese,23,4,rlJ2Moc6A9R3qpYJlR8D3Q,1,0.9979349
chinese,25,4,gAugxpTjPNbMK86dvXirJQ,1,0.9993265
chinese,22,4,FnWeS2HRGvDimOHMHRHOsw,1,0.9979349
chinese,24,4,VdNb9hmg9Fh_tbdS3qHVsw,1,0.9993265
chinese,22,4,YfJZBmm9tfW--W_WIGReqA,1,0.9979349
chinese,57,3.5,bzGe51q5j1AvKG7DbDZk5g,1,0.5119987
chinese,51,3.5,2pnhIRBUw58PpN8CQEYiZA,1,0.5119987
chinese,54,3.5,owKe1hapqCCLnme2Xr3mrA,1,0.5119987
chinese,60,3,JRSAnPCs3jgiRVvE9j2S7g,1,0.5119987
chinese,21,4.5,4p5Fzyt3-mEYFKIYqZ54aA,1,0.9973759
chinese,17,4.5,Xr8jXXafb0tG5oAoS07Jbg,1,0.9973759
chinese,10,5,A_fZL0ir_actclrL-ePTOw,1,0.97448920000000006
chinese,105,3.5,ZdLS7gD1ulmCPkqNc9_S3A,1,0.6533592
chinese,36,3.5,_5E5cZP0PzkwfdEqTebBUg,0,0.4866517
chinese,14,4.5,Tk605KjXVTnXpGkOSuVBaQ,1,0.9973759
chinese,69,3,cDs0M0149bygyS0TpB-xHA,1,0.5119987
chinese,30,3.5,ayw4_D-wSCIr-xcJ3_aZ4A,0,0.4470207
chinese,28,4,u6Yrkowq8k5zBpClvjX2FA,1,0.9993265
chinese,35,3.5,vWEKZVPIYFewfqCOkkvVIQ,0,0.4866517
chinese,41,3.5,bzr6GEQyjpgbkhHAsYaljQ,0,0.4866517
chinese,39,3.5,Dh2I2jRTXE7oDCfuA9vCoQ,0,0.4866517
chinese,34,3.5,FDhOPRZ01PDEEH-QCnVIyQ,0,0.4470207
chinese,39,3.5,KgosIJNr-XTOsjkiKlS4vQ,0,0.4866517
chinese,22,4,gP2ru9_58VN-4mZCOUxUfA,1,0.9979349
chinese,21,4,5u4T6-Z-KhHrRZ9g54pugQ,1,0.9979349
chinese,20,5,tA_AoGEL_oGllbU2j77Shw,1,0.9489839
chinese,38,3.5,OfVP8lDL1Juk8b8Hlx7fQg,0,0.4866517
chinese,62,3,kLSWg3Qa4ZpPdSW_3IkNpA,1,0.5119987
chinese,24,4,1jtNrYktZpxCIXCc_1HsAA,1,0.9993265
chinese,339,3.5,fBST87mwCyiYUSEADXOdSA,1,0.9393881
chinese,23,4,_FeMTFEx8aHOaSusblkVzA,1,0.9979349
chinese,43,3.5,H7kT9MKx1i4VGruZc04ktg,0,0.4866517
chinese,37,3.5,IBMaz2RZPkU1Ng9b8A6ywg,0,0.4866517
chinese,58,3,9j5r0NlYKRkBTVvnAcUcwg,1,0.5119987
chinese,70,3,WgQkB7cbPNgj0pLin7gQtw,1,0.5119987
chinese,186,3,Sj2StOWkhHIPE6_sS5RMCQ,1,0.9393881
chinese,157,3.5,KBZQN540Xz6LbXLRVOMc0w,1,0.6533592
chinese,255,3,S-jThCG_S-7_xtm75nkB2Q,1,0.9393881
chinese,111,4,3W6S2wraTAj5y4Cd8eQvvw,1,0.999711
chinese,68,4,i1eA3GawUFL-e_DbL_rg1w,1,0.999481
chinese,138,3.5,YigPOZxASGQX1IniEyCp8g,1,0.6533592
chinese,51,4.5,rPTX2J5KGDkN1QhPD-QOvg,1,0.9993402
chinese,126,3.5,AolkHo3ct8gGBlyyOmAkOg,1,0.6533592
chinese,89,4,nrPfcOC4mGnEL-9CpoGhMg,1,0.999711
chinese,143,3.5,nBm-zxAWg_oA8JNtHxPvcw,1,0.6533592
chinese,161,3.5,CKG7LVmSlvI93scyb1aVeg,1,0.6533592
chinese,221,3,Ece_DRuD1yQjRPJBAebRpw,1,0.9393881
chinese,30,4.5,3OT1deSiIYhrcXWJ1sD3wA,1,0.9991438
chinese,225,3,zYoL-o9YJpGTwJ-Gmj8AFA,1,0.9393881
chinese,55,4,tDYk6DmmU3buWBs9G0NBXQ,1,0.999481
chinese,174,3.5,jwKPVep2qZYBUA6SLLQPvg,1,0.9393881
chinese,176,3,dTZ-q8CwEDo9iVKM0tydnQ,1,0.9393881
chinese,163,3.5,NmJ2xtfZrscfWB_a5wEbXQ,1,0.6533592
chinese,227,3,bK-Y2zCIMolqRDHsaYUCWA,1,0.9393881
